Historial de click
Scene;Tiempo;Veces en la escena;totalClicks
ROOM1;2002;1;3
ROOM3;1000;1;2
Historial de click
ID;Scene;Momento
A;ROOM1;4214
A;ROOM1;4214
A;ROOM1;5214
A;ROOM3;6214
B;ROOM3;7216


Resumen de click en botones
ID;Scene;Numero de click
A;ROOM1;3
A;ROOM3;1
B;ROOM3;1


Tiempo en las escenas
Scene;Tiempo;Veces en la escena;totalClicks
ROOM1;2000;1;3
ROOM3;1002;1;2
Historial de click
ID;Scene;Momento
A;ROOM1;4149
A;ROOM1;4149
A;ROOM1;5149
A;ROOM3;6150
B;ROOM3;7151


Resumen de click en botones
ID;Scene;Numero de click
A;ROOM1;3
A;ROOM3;1
B;ROOM3;1


Tiempo en las escenas
Scene;Tiempo;Veces en la escena;totalClicks
ROOM1;2001;1;3
ROOM3;1001;1;2
Historial de click
ID;Scene;Momento
A;ROOM1;4249
A;ROOM1;4249
A;ROOM1;5249
A;ROOM3;6250
B;ROOM3;7251


Resumen de click en botones
ID;Scene;Numero de click
A;ROOM1;3
A;ROOM3;1
B;ROOM3;1


Tiempo en las escenas
Scene;Tiempo;Veces en la escena;totalClicks
ROOM1;2001;1;3
ROOM3;1001;1;2
Historial de click
ID;Scene;Momento
A;ROOM1;4130
A;ROOM1;4130
A;ROOM1;5131
A;ROOM3;6132
B;ROOM3;7132


Resumen de click en botones
ID;Scene;Numero de click
A;ROOM1;3
A;ROOM3;1
B;ROOM3;1


Tiempo en las escenas
Scene;Tiempo;Veces en la escena;totalClicks
ROOM1;2002;1;3
ROOM3;1000;1;2
Historial de click
ID;Scene;Momento
A;ROOM1;4272
A;ROOM1;4272
A;ROOM1;5273
A;ROOM3;6274
B;ROOM3;7274


Resumen de click en botones
ID;Scene;Numero de click
A;ROOM1;3
A;ROOM3;1
B;ROOM3;1


Tiempo en las escenas
Scene;Tiempo;Veces en la escena;totalClicks
ROOM1;2002;1;3
ROOM3;1001;1;2
Historial de click
ID;Scene;Momento
A;ROOM1;4274
A;ROOM1;4274
A;ROOM1;5275
A;ROOM3;6275
B;ROOM3;7276


Resumen de click en botones
ID;Scene;Numero de click
A;ROOM1;3
A;ROOM3;1
B;ROOM3;1


Tiempo en las escenas
Scene;Tiempo;Veces en la escena;totalClicks
ROOM1;2001;1;3
ROOM3;1001;1;2
Historial de click
ID;Scene;Momento
A;ROOM1;4161
A;ROOM1;4161
A;ROOM1;5162
A;ROOM3;6162
B;ROOM3;7163


Resumen de click en botones
ID;Scene;Numero de click
A;ROOM1;3
A;ROOM3;1
B;ROOM3;1


Tiempo en las escenas
Scene;Tiempo;Veces en la escena;totalClicks
ROOM1;2001;1;3
ROOM3;1001;1;2
Historial de click
ID;Scene;Momento
A;ROOM1;4310
A;ROOM1;4310
A;ROOM1;5311
A;ROOM3;6311
B;ROOM3;7312


Resumen de click en botones
ID;Scene;Numero de click
A;ROOM1;3
A;ROOM3;1
B;ROOM3;1


Tiempo en las escenas
Scene;Tiempo;Veces en la escena;totalClicks
ROOM1;2001;1;3
ROOM3;1001;1;2
Historial de click
ID;Scene;Momento
A;ROOM1;8705
A;ROOM1;8705
A;ROOM1;9706
A;ROOM3;10707
B;ROOM3;11708


Resumen de click en botones
ID;Scene;Numero de click
A;ROOM1;3
A;ROOM3;1
B;ROOM3;1


Tiempo en las escenas
Scene;Tiempo;Veces en la escena;totalClicks
ROOM1;2002;1;3
ROOM3;1001;1;2
Historial de click
ID;Scene;Momento
A;ROOM1;8726
A;ROOM1;8726
A;ROOM1;9727
A;ROOM3;10728
B;ROOM3;11729


Resumen de click en botones
ID;Scene;Numero de click
A;ROOM1;3
A;ROOM3;1
B;ROOM3;1


Tiempo en las escenas
Scene;Tiempo;Veces en la escena;totalClicks
ROOM1;2002;1;3
ROOM3;1001;1;2
